0.47
1.99
1.99
1.95
0.50
0.52
0.48
0.53
1.99
1.98
1.97
2.01
1.94
0.58
1.96
0.47
0.58
0.58
0.55
1.99
0.55
1.96
2.00
0.58
1.92
2.01
1.97
0.54
0.53
0.48
1.96
0.47
1.97
1.99
0.52
1.96
0.59
1.99
0.56
2.01
0.47
2.00
1.99
0.59
0.52
0.54
1.97
0.59
0.53
1.95
0.47
1.98
0.54
1.95
1.97
0.55
1.92
1.98
0.52
0.50
1.94
2.00
1.98
2.00
2.00
2.00
1.97
0.53
1.95
0.57
1.96
0.56
1.95
1.94
0.57
0.57
1.99
0.54
0.55
1.98
1.97
1.90
0.53
1.96
0.53
1.99
0.62
1.96
1.97
1.91
1.97
0.49
2.00
1.94
1.98
1.95
1.98
0.63
2.00
1.99
2.01
0.58
0.55
1.93
2.01
0.51
0.51
1.98
0.49
0.52
0.52
2.00
2.01
1.99
0.52
0.50
1.97
2.00
1.96
0.53
2.01
0.62
1.96
1.98
0.55
2.01
1.94
1.99
1.95
0.50
1.95
1.95
1.95
1.96
1.96
0.56
0.60
1.99
0.52
1.92
1.95
1.97
0.52
1.95
1.97
1.96
2.00
2.00
1.93
0.55
1.93
0.56
2.00
0.50
0.54
2.01
1.98
1.96
1.95
1.98
1.99
1.99
0.53
0.51
0.58
1.95
0.53
2.00
1.98
1.98
1.94
1.96
1.98
1.97
2.01
0.57
1.96
0.59
1.95
0.52
0.59
2.00
0.54
1.97
1.96
2.01
0.58
2.01
2.01
2.01
0.47
1.92
0.60
2.01
2.00
1.98
0.53
0.54
1.95
1.96
1.98
0.49
1.96
0.52
2.00
2.00
1.99
2.00
2.01
1.90
1.99
0.52
1.98
0.52
2.00
1.98
1.95
0.56
2.01
0.51
0.51
1.97
1.96
1.95
1.97
0.49
1.97
1.98
0.55
0.49
0.50
0.58
1.98
1.99
1.92
1.99
2.00
0.47
0.57
2.00
0.57
1.92
0.56
1.98
0.58
2.01
0.60
1.96
0.53
0.55
2.01
1.91
1.97
0.57
1.98
0.49
1.98
1.99
2.01
2.01
0.59
1.99
0.47
0.47
1.99
0.51
0.54
2.00
0.51
1.95
0.51
1.94
2.00
0.57
1.96
1.89
0.55
0.48
1.94
1.95
0.51
1.93
0.63
0.56
2.00
2.00
0.57
1.93
1.99
0.50
1.91
0.59
1.93
1.97
1.91
1.95
1.96
1.92
0.56
0.54
0.54
1.95
0.58
0.53
1.99
1.96
0.52
1.93
1.96
0.58
0.52
1.97
0.57
0.53
0.58
1.97
2.01
1.96
0.57
0.58
0.53
